author,publications
Lahtiharju T,1
Koskinen M,1
Joutsi-Korhonen L,10
Dong Y,4
Kotnik BF,1
Schwarz R,3
Ypma PF,5
Matytsina I,7
Dey S,1
Sullivan SK,4
Rasko JEJ,3
Recht M,44
Samelson-Jones BJ,17
MacDougall A,1
Jaworski K,2
Noble R,1
Curran M,1
Kuranda K,3
Reape KZ,1
Gausman JN,1
Rollins-Raval MA,1
Swan D,1
Paran S,1
Gonen-Yaacovi G,1
Segurado OG,1
He C,4
Pezalla E,1
Cheng D,6
Solari PG,2
Susanah S,1
Raspati H,1
Sari NM,1
Rakhmilla LE,1
Sribudiani Y,1
Moestopo O,1
Sinaga P,1
Idjradinata P,1
Maskoen AM,1
Neme D,11
Ramos Mejía I,1
Elelhou L,1
Do Nascimento P,1
Arrieta ME,1
Cocca A,1
Saenz V,1
Davoli M,1
Constantinescu C,2
Jitaru C,2
Pasca S,21
Dima D,4
Dirzu N,3
Coriu D,4
Zdziarska J,6
Ghiaur G,1
Tomuleasa C,4
Feola G,2
Ferretti A,6
Malcangi G,2
Margaglione M,14
Schiavulli M,3
Chung TH,2
Chang LJ,2
Haelewijn N,1
Lobet S,8
Docquier PL,2
Eerdekens M,1
Deschamps K,1
Ezaki M,1
Shimaoka M,4
Shimpo H,3
Chee W,1
Sharp CR,3
Boyd CJ,2
Claus MA,2
Smart L,2
Gutierrez N,1
Park J,5
Leighton T,1
Saulyte Trakymienė S,1
Korsholm L,3
Carcao M,46
Ezzalfani M,1
Aballéa S,3
Hakimi Z,4
Nazir J,4
Kim SY,8
Cha HG,1
Jang SY,1
Hwang SC,1
Than PA,1
Rennert RC,1
Morrison SD,1
Findlay MW,1
Hopkins B,1
Chunara Z,1
Stephenson-Brown A,1
van Veen JJ,7
Vashi P,2
Batt K,12
Mancuso ME,82
Majewska R,1
Mantovani LG,12
Nishikawa S,1
Shinozawa K,7
Shinohara S,3
Kinai E,2
Frampton JE,3
Rostami M,1
Parsa-Kondelaji M,1
Sanrattana W,1
Sefiane T,1
Smits S,1
van Kleef ND,1
Fens MH,1
Maas C,2
de Maat S,1
Bolina-Santos E,1
Chaves DG,13
da Silva-Malta MCF,1
Carmo RA,2
Barbosa-Stancioli EF,1
Lobato Martins M,1
Lichter Y,1
Badelbayov T,1
Shalev I,1
Schvartz R,1
Szekely Y,1
Benisty D,1
Goldiner I,1
Kagarlyk M,1
Asraf K,1
Doolman R,1
Luttwak E,1
Kirgner I,1
Avivi I,1
Adi N,1
Katz BZ,1
Tanaka KA,19
Morita Y,2
Mazzeffi MA,5
Strauss E,3
Lin CY,1
Hosseini F,1
Squire S,3
Jackson S,17
Sun HL,9
Kyriakopoulos C,1
Chronis C,1
Papapetrou E,1
Tatsioni A,1
Gartzonika K,1
Tsaousi C,1
Gogali A,1
Katsanos C,1
Vaggeli A,1
Tselepi C,1
Daskalopoulos G,1
Konstantopoulos S,1
Kostikas K,1
Konstantinidis A,1
Morita R,1
Fukuma T,1
Ohshiro M,1
Konishi H,2
Naito Y,3
Itoh Y,1
Zambrano-Huailla R,1
Guzmán-Poma R,1
Cahua-Segura G,1
Flores-Ezcurra L,1
Sumire Umeres J,1
Cebreros Ibarra O,1
Martel Mory S,1
Sasai K,3
Onishi T,1
Félix AJ,1
Solé A,1
Noé V,1
Ciudad CJ,1
Borràs N,2
Castillo-González D,1
Comes N,1
Martin-Fernandez L,1
Rivero-Jiménez RA,1
Chang-Monteagudo A,1
Ruiz-Moleón V,1
Garrote-Santana H,1
Macías-Abraham C,1
Veeranki SP,1
Pednekar P,2
Graf M,3
Tuly R,2
Stimec J,1
Dover S,5
Pullenayegum E,4
Doria AS,7
Feldman BM,19
Steele M,6
Cloutier S,9
Klaassen RJ,9
Price VE,8
Sinha R,4
Laferriere N,6
Paradis E,4
Wu JKM,5
Babyn P,5
Quon DV,10
Raffini L,6
Radulescu VC,2
Carpenter SL,5
Dunn AL,17
Watt M,2
Gisriel SD,1
Iyer K,1
Rinder HM,4
Zong X,1
Zhou X,6
Sun S,1
Arya S,1
Siad FM,1
Wilton P,1
Page D,4
Boma-Fischer L,3
Floros G,3
Deniz V,1
Guzel NA,1
Antmen AB,3
Sasmaz HI,2
Kilci A,1
Boyraz OC,1
Gunaştı O,1
Kurdak SS,1
Luce E,2
Steichen C,1
Allouche M,1
Messina A,1
Heslan JM,1
Nguyen TH,2
Christophe O,6
Dubart-Kupperschmitt A,2
Wittenberns BM,1
Thamm DH,2
Palmer EP,1
Regan DP,1
Pasta G,7
Ruggieri R,1
Annunziata S,3
Gallese A,1
Gagliardi VP,1
Cuzzocrea F,1
Ghiara M,1
Preti PS,3
Santi RM,1
Mosconi M,3
Benazzo F,2
Ucero-Lozano R,1
Pérez-Llanes R,1
López-Pina JA,5
Cuesta-Barriuso R,7
Jonavičė U,1
Romenskaja D,1
Kriaučiūnaitė K,1
Jarmalavičiūtė A,1
Pajarskienė J,1
Kašėta V,1
Tunaitis V,1
Malm T,1
Giniatulin R,1
Pivoriūnas A,1
Feng Y,8
Tang LV,1
Tao Y,1
Cheng Z,2
Kuder H,1
Sandzhieva-Vuzzo L,1
Kehl A,3
Rappaport JM,1
Müller E,4
Faghmous I,1
Nissen F,2
Kuebler P,4
Flores C,1
Patel AM,5
Segabinazzi LGTM,1
Apolonio EVP,1
Tongu EA,1
Paccola W,1
Vianna D,1
Fonseca-Alves CE,1
Alvarenga MA,1
Soliman M,1
Osman N,1
Hefnawy S,1
El Hawy MA,1
Quinn E,2
Johnston K,3
Singleton E,5
Benson J,4
O'Mahony B,16
Noone D,10
Gilmore R,7
Ryan K,5
O'Donnell JS,17
O'Connell NM,4
Yang M,8
Robinson KS,4
Wu J,24
Iorio A,87
Santoro RC,10
Falbo M,1
Ferraro A,1
Balasubramaniyan JV,1
Arul JN,1
Rathinasamy J,1
Periyasamy T,1
Arakawa Y,1
Noguchi J,2
Irikura T,1
Watakabe M,1
Hiraki T,1
Mitani Y,1
Fukuoka K,1
Kawashima H,1
Kurihara J,1
Koh K,2
Pagliari MT,2
Cairo A,3
Boscarino M,6
Mancini I,4
Pappalardo E,3
Bucciarelli P,9
Martinelli I,12
Carol Illa A,1
Baumgarten S,1
Danielsen D,1
Elm T,4
Johansen PB,8
Knudsen T,7
Lauritzen B,6
Ley CD,9
Jayasundara HD,1
Herath LY,1
Kularatne KS,1
Rodríguez MF,1
Greig JA,5
Smith MK,1
Nordin JML,2
Goode T,3
Chroscinski EA,1
Buza EL,1
Schmidt N,2
Kattenhorn LM,2
Wadsworth S,3
Preijers T,13
van Spengler MWF,2
Zhang GW,1
Mao JH,1
Xi XD,3
Lv G,1
Lu J,3
Bolbos R,2
Brevet M,2
Levy-Mendelovich S,7
Brutman-Barazani T,7
Budnik I,7
Avishai E,9
Barg AA,14
Levy T,1
Misgav M,13
Boix SB,1
Callaghan M,2
Ducore J,9
Journeycake J,4
Luck J,3
Mitha IH,2
Quon D,9
Sidonio R Jr,8
Stasyshyn O,17
Vilchevska KV,2
Alexander WA,3
Al-Sabbagh A,2
Bonzo D,3
Macie C,1
Wilkinson TA,2
Lei B,1
Liang C,1
Feng H,1
van der Sluijs M,1
Huyghe N,1
Tawil S,1
Kumar SRP,7
Xie J,6
Hu S,1
Ko J,1
Brown HC,8
Markusic DM,18
Spencer HT,34
Hassan E,1
Jonathan L,1
Jayashree M,1
Kawahara Y,2
Ohtsuka K,1
Yamanaka M,1
Kamiya H,1
Kunisawa T,1
Branchini A,15
Bury L,1
Serino ML,3
Cultrera D,4
Napolitano M,12
Bigagli E,1
Mansory EM,1
Bahodi F,1
Phua CW,2
Saiyarsarai P,1
Robabpour Derakhshan A,1
Khedmati J,1
Seyedifar M,1
Sharafi H,1
Behnava B,1
Azizi-Saraji A,1
Namvar A,6
Anvar A,1
Salimi S,1
Alavian SM,3
Chai Z,4
Dobbins AL,1
Rothweiler RM,1
Metzger MC,1
Zieger B,4
Huber-Schumacher S,1
Schmelzeisen R,1
Kalbhenn J,2
Karaman K,3
Aytac S,3
Bakar-Ates F,1
Roche S,2
McGowan M,1
Bergin C,4
Bird R,2
Dougall A,2
Averianov Y,1
Fernández MFL,1
Giermasz A,5
Hart DP,30
Martinez LV,1
Windyga J,47
Mitchell IS,3
Sidonio RF Jr,16
Malec L,1
Bahreini S,1
Javadzadeh Shahshahani H,1
Nasizadeh S,1
Ahmadinejad M,6
Kizilocak H,6
Paredes AC,5
Costa P,3
Roque S,1
Carvalho M,11
Mateus A,1
Almeida A,5
Pinto PR,6
Shah E,1
Abro C,1
Zaidi F,1
Goel R,3
Heerink JS,1
Gemen E,1
Oudega R,1
Geersing GJ,1
Hopstaken R,1
Kusters R,1
Ciolek AM,1
Arnall J,1
Moore DC,1
Palkimas S,1
Der-Nigoghossian J,1
Dane K,1
Wilson JA,1
Asamoah A,1
Sharma VR,1
Jennings DC,1
Raj AB,2
Haider MZ,1
Anwer F,1
Alam AU,2
Karkhaneh M,2
Attia T,1
Wu C,3
Agrawal N,1
Masih S,1
Srivastava P,2
Jaiswal SK,1
Moirangthem A,1
Saxena D,1
Mandal K,1
Ketteler C,1
Hoffmann I,1
Richter N,1
Witt L,2
Matysiak A,2
Schmidt C,2
Barvencik F,1
Amling M,1
Rolvien T,1
Langer F,12
Wang D,10
Mi JQ,1
Fang C,1
Puetz J,3
Noda M,2
Tatsumi K,18
Matsunari Y,2
Fukuoka Y,1
Hotta A,2
Okano T,13
Kichikawa K,2
Mohan K,1
Broderick JM,1
Raftery N,1
McAuley NF,1
McCarthy T,1
Hogan N,1
Fan BE,4
Ramanathan K,1
Sum CLL,2
Christopher D,2
Chan SSW,2
Lim GH,2
Bok CF,1
Wong SW,2
Lye DC,1
Young BE,2
Lim JY,1
Lee RM,1
Lim SP,1
Tan HT,2
Ang MK,2
Lau SL,1
Kuperan P,4
Ong KH,2
Chia YW,3
Stanescu C,1
Andronesi AG,1
Jurcut C,1
Gherghiceanu M,1
Vornicu A,1
Burcea FA,1
Andronesi TD,1
Lupusoru GE,1
Iliuta L,1
Sorohan BM,1
Obrisca B,1
Ismail G,1
Kar S,2
Bankston P,1
Kao YT,1
Chen YT,2
Fan HC,1
Tsai TC,1
Lai PS,1
Chen JK,2
Mojzisch A,1
Brehm MA,1
Wu R,51
Yao W,4
Zhang N,6
Kuang Y,2
Tang L,13
Zhen Y,10
Abad A,6
Hilliard P,12
Ignas DM,1
Stephens D,4
Luke KH,10
Ghasemi F,2
Khorramizadeh MR,2
Karkhane AA,2
Zomorodipour A,14
Rinaldi I,1
Prasetyawaty F,1
Fazlines S,1
Winston K,1
Samudera Nurrobi YA,1
Leoni J,1
Restu Tulus Maha IH,1
Wicaksono S,1
Wicaksono AY,1
Aslani AO,1
Ikhsani R,1
Schurgers E,2
Wraith DC,3
Sáez-Giménez B,1
Clofent D,1
López Meseguer M,1
Bravo Masgoret C,1
Monforte V,1
Berastegui C,1
Revilla-Lopez E,1
Barrecheguren M,1
Arjona-Peris M,1
Ruiz V,1
Ramon MA,1
Gómez-Ollés S,1
Santamaría A,3
Roman A,1
Sokołowska B,2
Kozińska J,2
Szczepanek D,1
Wąsik-Szczepanek E,1
Kozioł M,1
Majowicz D,1
Juda A,1
Hus M,1
Gorman B,1
Abdelsayed N,1
Faris M,1
Sun YD,1
Yin M,1
Zhao JJ,1
Li SA,1
Li G,10
Meng FY,2
Sun XY,1
Zhang JP,2
Cheng T,5
Zhang XB,3
Seabrook N,1
Kedar A,2
Bills G,1
Sarker S,1
Rock WA Jr,1
Pinkston C,1
Abell T,1
Shettar S,1
Vandyck K,1
Shea SM,2
Abuelkasem E,4
Yoneyama K,8
Dhalluin C,2
Nagami S,4
Petry C,5
Levy GG,13
Kaufman DP,1
Sanvictores T,1
Costanza M,1
Yu SH,1
Han ZZ,1
Margaretos NM,1
Panzer AD,1
Lai RC,1
Whiteley J,1
Chambers JD,2
Germini F,5
Pete D,1
Curtis R,5
Frick N,6
Nichol MB,6
Thabane L,9
Skinner MW,8
Zhou JY,6
Wong JH,2
Berman ZT,1
Lombardi AF,1
Chang EY,5
Karatas C,1
Alim A,1
Tirnova I,1
Demir B,1
Kanmaz T,1
Bouzat P,1
Bosson JL,1
David JS,2
Riou B,2
Duranteau J,1
Payen JF,1
Pletinckx K,1
Nicolson KS,1
Streeter HB,1
Sanderson WJ,1
Jansson L,1
Hunt S,2
Robertson J,3
Conn J,1
Royle J,1
Collins J,1
Hourigan M,1
Richmond J,1
Yang Wang T,1
Mason J,4
Binder NB,1
Mueller J,1
Wissel T,1
Schwers S,1
Germer M,1
Hermes B,1
Okaygoun D,1
Oliveira DD,1
Soman S,1
Pardos-Gea J,2
Bastida-Bermejo JM,1
Marco-Rico A,1
Núñez R,12
García-Candel F,4
de Mora MF,1
Álvarez-Román MT,13
Asenjo S,1
Carrasco M,2
Lluch-García R,1
Martín-Antorán JM,1
Rodríguez-Alén A,1
Roselló E,1
Torres-Miñana L,1
Marcellini-Antonio S,1
Moretó-Quinana A,1
Rodríguez-García JA,1
Aguinaco-Culebras R,1
Alonso-Escobar N,1
Cervero-Santiago C,1
Fernández-Mosteirín N,3
Martínez-Badás MP,1
Pérez-Sánchez M,1
Pérez-Montes R,1
Rodríguez-González R,2
Uribe-Barrientos M,1
Caparrós-Miranda IS,1
Iglesias-Fernández M,1
Baena Á,1
Rodríguez-López M,1
Sebrango-Sandia A,1
Vázquez-Fernández I,1
Marco P,9
Bin Waqar SH,1
Khoury L,1
Hussain A,3
McFarlane IM,1
Alkofide A,1
Alshammari A,1
Siddiqui K,3
Owaidah T,5
Al Otair H,1
AlSaleh K,1
AlQahtany FS,2
Al Ayed K,1
Al Ammar H,1
Al Mefgai N,1
Al Zeer F,1
Hsu E,1
Moosavi L,1
DeFilippis AP,1
Trainor PJ,1
Thanassoulis G,1
Brumback LC,1
Post WS,1
Tsai MY,1
Tsimikas S,1
Moerloose P,1
Fontana P,6
Tait R,1
Valk PV,1
Souri M,3
Kundu S,1
Kuijlaars IAR,5
van der Net J,11
Buckner TW,18
Kempton CL,45
Qin M,2
Goedhart TMHJ,2
Zwaan CM,2
Lagassé HAD,4
McCormick Q,1
Sauna ZE,24
Seifner A,1
Fox AW,1
Cohen CT,2
Diaz R,1
Sánchez-Trasviña C,1
Flores-Gatica M,1
Enriquez-Ochoa D,1
Rito-Palomares M,1
Mayolo-Deloisa K,1
Patton KS,1
Harrison MT,1
Long BR,3
Holcomb J,3
Owen R,1
Kasprzyk T,1
Janetzki S,1
Zoog SJ,5
Vettermann C,7
Luo S,1
Dai X,1
Zhang R,7
Liang Z,1
Zeng M,1
Su J,10
Liang X,3
Wu Y,18
Emrich T,1
Chebon S,8
Kiialainen A,2
Howard M,2
Niggli M,6
Paz-Priel I,8
Byams VR,3
Payne AB,8
Bean CJ,3
Jourdy Y,10
Bardel C,1
Fretigny M,12
Diguet F,1
Rollat-Farnier PA,1
Mathieu ML,1
Labalme A,2
Sanlaville D,4
Edery P,1
Schluth-Bolard C,2
Thomazini CM,1
Sachetto ATA,1
de Albuquerque CZ,1
de Moura Mattaraia VG,1
de Oliveira AK,1
Serrano SMT,1
Lebrun I,1
Barbaro KC,1
Knight KA,3
Coyle CW,3
Radford CE,2
Fedanov A,2
Shields JM,1
Szlam F,13
Purchel A,1
Chen M,9
Denning G,11
Sniecinski RM,1
Gaucher EA,3
Ohmura K,2
Kiyohara K,1
Miyazima S,1
Maeta T,1
Ohtsu A,1
Shimosegawa K,1
Dushianthan A,1
Abdul N,1
Dmochowski J,1
James I,1
Heesom L,1
Westwood J,1
Effney J,1
Bruty S,1
Saeed K,1
Rangarajan S,33
Kazmi R,2
Sanabria M,2
Álvarez Román MT,3
Friedl S,1
Bohania N,1
Agrawal A,1
Prakash A,1
Nangia A,1
Guillaume L,1
van Dievoet MA,1
Lambert C,25
Hansenne A,1
Moik F,4
Prager G,2
Thaler J,9
Posch F,6
Wiedemann S,1
Schramm T,1
Englisch C,1
Serrano LJ,2
de la Torre P,2
Flores AI,2
Bonnefoy A,5
Merlen C,4
Dubé E,5
Claus-Desbonnet H,1
Inagaki N,1
Udaka J,1
Nishiwaki K,1
Hattori D,1
Hiramoto Y,1
Stem C,1
Rodman C,2
Ramamurthy RM,1
George S,2
Meares D,3
Farland A,3
Porada CD,12
Almeida-Porada G,14
Lalezari S,14
Barel O,1
Khavkin Y,1
Camelo RM,3
Zuccherato LW,2
Rezende SM,11
Rezaei H,4
Motovali-Bashi M,5
Khalilian S,3
Hafzah H,1
McGuire C,1
Hamad A,1
Grimnes G,1
Bhoelan S,1
Hindberg K,1
Davids M,1
Nieuwdorp M,1
Michelsen AE,1
Brækkan SK,1
Hansen JB,2
Tichelaar V,2
Mühlbacher AC,2
Sadler A,2
Lamprecht B,2
Juhnke C,2
Remmington T,1
Smith S,1
Hotea I,2
Brinza M,2
Blag C,2
Zimta AA,2
Burzo C,1
Rus I,1
Apostu D,1
Benea H,1
Marian M,1
Mester A,1
Iluta S,2
Teodorescu P,1
Zdrenghea M,1
Bojan A,2
Torok-Vistai T,1
Niculescu R,1
Tarniceriu C,1
Truica C,2
Serban M,14
Dong D,1
Luo N,1
Zhang S,6
Sandza K,4
Koziol E,1
Akeefe H,2
Patton K,1
Hammon K,1
Mitchell N,4
Henshaw J,1
Cirillo M,3
Attanasio M,2
Rizzello F,1
Coccia ME,2
Fatini C,2
Kaneda M,1
Kawasaki R,1
Tashiro Y,1
Inokuchi Y,1
Yasuno H,1
Sasaki-Noguchi M,1
Soeda T,19
Saitou M,1
Nagaoka R,1
Jikuzono T,1
Sen M,1
Kazusaka H,1
Matsui M,1
Sugitani I,1
Yin R,1
Zwagemaker AF,2
Jansen JS,1
Vuong C,2
Hu Q,10
Feng X,4
Van der Bom JG,1
Martinelli N,5
Balestra D,12
Cervellera CF,1
Olasupo OO,1
Lowe MS,1
Krishan A,1
Matino D,12
Wu YS,1
Beechinor RJ,1
Kemper R,1
Gonzalez D,1
Chen SL,4
Crona DJ,1
Alamelu J,8
Bhatnagar N,2
Mathias M,10
Motwani J,5
Payne J,3
Talks K,5
Tunstall O,3
Chalmers E,8
Ali T,5
Keenan J,1
Hseih JT,1
Batstone M,1
Palumbo Piccionello A,2
Riccio V,1
Senesi L,1
Volta A,1
Pennasilico L,1
Botto R,2
Tambella AM,2
Galosi L,1
Marini C,1
Vullo C,2
Gigante A,1
Zavan B,1
De Francesco F,1
Riccio M,1
Wang LY,2
Zeng HQ,1
Lou SF,1
Deng JC,1
Cygan PH,1
Salomashkina VV,2
Pshenichnikova OS,2
Perina FG,4
Liu G,5
Xin Q,1
Chen T,2
Nguyen NH,1
Dingman RK,3
Balu-Iyer SV,28
Herzig M,1
Donners AAMT,2
Rademaker CMA,2
Bevers LAH,1
Huitema ADR,1
Egberts TCG,2
Seaman CD,5
Xavier F,3
Burbul M,1
Tomaszewski D,1
Rogalska A,1
Gawroński K,1
Literacki S,1
Waśko M,1
Alshaikhli A,1
Rokkam VR,1
Aarsand AK,1
Kristoffersen AH,3
Sandberg S,2
Støve B,1
Coşkun A,1
Fernandez-Calle P,1
Díaz-Garzón J,1
Guerra E,1
Ceriotti F,1
Jonker N,1
Røraas T,2
Carobene A,1
Pergantou H,8
Papakonstantinou O,3
Xafaki P,3
Athanasopoulou H,1
Balanika A,2
Kattamis A,1
Doulgeraki A,1
Zekavat OR,2
Shakibazad N,2
Haghpanah S,9
Dehbozorgian J,1
Tavoosi H,2
Yousefi S,1
Arandi N,1
Karimi M,18
Porrazzo M,1
Baldacci E,7
De Luca ML,1
Serrao A,1
Aprile SM,1
Capria S,1
Minotti C,1
Martelli M,1
Doherty TM,1
Kelley A,1
Robinson TM,1
Lester W,6
Symington E,3
Madan B,3
Pierce GF,57
Warren BB,4
Chan A,8
Branchford BR,2
Moyer G,1
Gibson E,1
Thornhill D,3
Ng CJ,1
Grigorita O,1
Omer L,1
Juodzbalys G,1
Fogarty H,2
Townsend L,2
Morrin H,1
Ahmad A,1
Comerford C,1
Karampini E,2
Englert H,1
O'Sullivan JM,5
Martin-Loeches I,2
Nadarajan P,1
Bannan C,1
Mallon PW,2
Curley GF,2
Preston RJS,3
Rehill AM,2
McGonagle D,1
Ni Cheallaigh C,2
Renné T,6
Ward SE,2
Altamimi MA,1
Alshehri S,1
Imam SS,1
Poveda JL,3
Goldmann G,15
Andreozzi V,1
Vandewalle B,1
Santos S,1
Fares AE,1
Gabr H,1
ShamsEldeen AM,1
Farghali HAM,1
Rizk MMSM,1
Mahmoud BE,1
Tammam ABA,1
Mahmoud AMA,1
Suliman AAM,1
Ayyad MAA,1
Ahmed SH,1
Hassan RM,1
Vasuri F,1
Ciavarella C,1
Collura S,1
Mascoli C,1
Valente S,1
Degiovanni A,1
Gargiulo M,1
Capri M,1
Malhan S,1
Öksüz E,1
Antmen B,8
Balkan C,11
Kalinin RE,1
Suchkov IA,1
Mzhavanadze ND,1
Zhurina ON,1
Klimentova EA,1
Povarov VO,1
Kim JY,9
Park SJ,3
You CW,13
Begić M,1
Pečenković S,1
Gajdošik MŠ,1
Gok E,1
Akay MH,1
de Armas IS,1
Klein K,2
Tint H,1
Allison PM,1
Akkanti B,1
Kar B,1
Gregoric ID,1
Ramirez-Arcos S,3
Bearne J,1
Bhakta V,11
Bower L,1
Cardigan R,11
Kou Y,1
Nolin MÈ,1
Sawicka D,1
Sheffield W,2
Badulescu OV,2
Sirbu PD,2
Ungureanu C,2
Pȋnzariu A,1
Cojocaru E,1
Filip N,2
Bararu-Bojan I,2
Vladeanu M,2
Ciocoiu M,2
Koudriavtseva T,1
Villani V,1
Lorenzano S,1
Giannarelli D,1
Di Domenico EG,1
Stefanile A,1
Maschio M,1
D'Agosto G,1
Pimpinelli F,1
Tanzilli A,1
Galiè E,1
Pace A,1
Cameron H,1
Perez Botero J,3
Mesnard B,1
Drillaud N,1
Sigaud M,10
Hakim G,1
Chelly S,1
Fouassier M,6
Chelghaf I,1
De Vergie S,1
Perrouin Verbe MA,1
Rigaud J,1
Branchereau J,1
Chia J,2
Pestel S,2
Glauser I,2
Emmrich K,1
Hardy MP,1
Mischnik M,2
Raquet E,6
Tomasetig V,2
Claar P,3
Zalewski A,1
Bass GT,2
Turnbull V,1
Chen CG,1
Panousis C,1
Weimer T,8
Andrews A,2
Verhagen AM,3
Dower SK,3
de Laat-Kremers RMW,1
Ninivaggi M,7
van Moort I,10
de Maat M,1
van Galen KPM,2
James P,10
Abdul-Kadir R,1
Mahlangu JN,28
Othman M,8
Rotellini D,3
Sidonio RF,4
Singleton MJ,1
Yuan Y,3
Dawood FZ,1
Howard G,8
Howard VJ,3
Herrington DM,1
Soliman EZ,3
Xu D,2
Bao W,1
Yao L,2
Su H,1
Fassel H,1
McGuinn C,4
Prasetyo M,2
Mongan AE,1
Chozie NA,2
Prihartono J,1
Setiawan SI,1
Jalali-Qomi S,1
Cadé M,1
Muñoz-Garcia J,1
Babuty A,1
Heymann MF,1
Heymann D,4
Witkop M,14
Mulhern B,1
Cawson M,1
Ali TM,1
Mowla SJ,1
Rodríguez-Merchán EC,5
De Pablo-Moreno JA,1
Meyer N,1
Cooper W,1
Kirwan P,1
Garsia R,1
Dunkley S,10
Gracey DM,1
Megías-Vericat JE,3
Marqués MR,2
Ferrada A,1
Monte-Boquet E,1
Pérez-Alenda S,5
Bosch P,2
Querol-Giner F,1
Cheves JW,1
DeMarinis S,1
Sorin C,1
Carino G,1
Larabee JL,1
Gao L,3
Shi H,2
Shao B,1
Hoover CM,1
McDaniel JM,1
Ho YC,1
Silasi-Mansat R,1
Archer-Hartmann SA,1
Azadi P,1
Srinivasan RS,1
Borczuk A,1
Laurence JC,1
Ahamed J,1
Papin JF,1
Hayakawa M,2
Sakata A,7
Hayakawa H,1
Hiramoto T,1
Kashiwakura Y,13
Baatartsogt N,1
Suzuki-Inoue K,1
Ohmori T,20
Alzadjali SI,1
Wali Y,4
Pedersen S,2
Kristensen AF,2
Christiansen G,2
Kristensen SR,2
Batty P,7
Devreese KMJ,2
Wojciechowski P,3
Wang KY,1
Shah P,3
Roarke DT,1
Shakil SA,1
Salen P,1
Babiker HM,1
Gentile NT,1
Reimer H,1
Del Carpio-Cano F,1
Ramakrishnan V,1
Pauls Q,1
Barsan WG,1
Bruno A,1
Cheng X,7
Cai S,2
Parhampour B,4
Dadgoo M,2
Torkaman G,3
Delsouz Bahri T,1
Jazebi M,7
Mohsenipour SM,1
Vasaghi-Gharamaleki B,2
Meng F,1
Valikhani A,1
Mirakhorly M,1
Rastegarlari G,2
Toogeh G,7
Shirayeh FV,1
Jain M,2
Pedra G,2
Landis S,1
Hawes C,1
Camp C,3
Meledeo MA,3
Peltier GC,3
McIntosh CS,2
Bynum JA,1
Corley JB,2
Cap AP,4
Lunde THF,2
Hartson L,1
Bailey SL,1
Hervig TA,1
Bullement A,2
Knowles ES,1
DasMahapatra P,2
Preblick R,3
Miyakoshi C,1
Kanemitsu T,1
Okumura Y,1
Tokumasu H,1
Chaplin S,3
Nishi A,1
Muramatsu A,1
Maeda E,1
Waratani M,1
Kitawaki J,1
Schultz NH,1
Glosli H,2
Hopkins LB,1
Jankowski W,3
Golding B,6
Baghaipour M,1
Salimi T,1
Bahoush G,2
Azizi Saraji A,2
Dorgalaleh A,7
Moazezi Nekoei Asl SS,1
Mohamadamini M,1
Tabibian S,7
Agnieszka B,1
Monika WM,1
Barbara W,1
Anna K,1
Blaine KP,1
Cullinane A,2
Hall C,1
Dulau-Florea A,1
Chenwi HF,1
Graninger GM,1
Harper B,2
Thompson K,1
Krack J,1
Barnett CF,1
Brusca SB,1
Elinoff JM,1
Solomon MA,1
Moin ASM,1
Al-Qaissi A,1
Sathyapalan T,1
Atkin SL,1
Butler AE,1
Schroeder JA,17
Kuether EA,1
Jing W,4
Weiler H,11
Haverman L,3
Taal EM,1
Driessens MH,3
Hooimeijer HL,1
Terwee CB,2
Solms A,8
Poulsen L,2
Lombardi S,4
Leo G,1
Maestri I,3
Rauch A,4
Curtin J,9
Gunawardena S,1
Jayawardene D,1
Winding B,6
Caplan EO,1
DeClue RW,1
Sehman M,1
Cornett D,1
Shaffer TF,1
Raimundo K,3
Suehs BT,1
Sabapathy SR,1
Mohan M,1
Venkateswaran G,1
Ranjani S,1
Laurendeau C,1
Trossaert M,6
Polack B,7
Varin R,1
Godard C,2
Hadim F,1
Detournay B,1
Bowers E,1
Bromberg W,1
Gomez-Rosas P,1
Sanga E,1
Gamba S,1
Verzeroli C,1
Russo L,1
Restuccia F,1
Schieppati F,1
Bonanomi E,1
Rizzi M,3
Fagiuoli S,1
D'Alessio A,1
Lorini L,1
Prasad KN,1
Bondy SC,1
Kun H,1
Xu W,12
Xu Z,5
Fang Y,2
Benítez O,1
Canaro MI,1
López Jaime FJ,1
Mateo Arranz J,1
Rodríguez López M,2
Sierra Aisa C,1
Fujiwara Y,2
Kitano H,5
Hidai C,4
Majumder R,7
Nguyen T,2
Lu X,5
Han L,3
Baradarian S,2
Golts E,2
Kassab GS,2
Amoruso A,2
Palladino V,1
Palmieri VV,1
Campello E,10
Zanetto A,3
Bulato C,6
Maggiolo S,2
Russo FP,2
Gavasso S,8
Mazzeo P,1
Burra P,2
Angeli P,1
Senzolo M,3
Sera VA,2
Stevens AE,1
Song HK,3
Rodriguez VM,1
Tibayan FA,2
Treggiari MM,1
Mitdank H,1
Sama S,1
Tröger M,1
Testa MF,2
Ferrarese M,8
Weng A,1
Ellervik C,1
Mora S,1
Kuś A,1
Åsvold B,1
Marouli E,1
Deloukas P,1
Sterenborg RBTM,1
Teumer A,2
Burgess S,1
Sabater-Lleal M,8
Huffman J,1
Johnson AD,3
Trégouet DA,1
Smith NL,10
Medici M,1
DeVries PS,1
Chasman DI,4
Kjaergaard AD,1
